,deaths,energy_used,kills,missiles_fired,points,run,status,tank,team
633,3,560,4,23,30,842,loser,green,1
634,5,40,1,0,-19,842,loser,purple,0
635,2,380,8,53,51,842,winner,blue,1
636,4,0,0,1,-18,841,loser,black,0
637,2,60,7,29,50,841,winner,green,1
638,5,300,2,0,-18,841,loser,purple,0
639,1,0,3,27,30,841,loser,blue,1
640,4,0,0,1,-20,840,loser,black,0
641,1,40,3,16,18,840,loser,green,1
642,3,20,0,1,-13,840,loser,purple,0
643,0,60,6,24,51,840,winner,blue,1
644,3,60,0,1,-15,839,loser,black,0
645,3,180,6,35,38,839,loser,green,1
646,5,60,0,0,-25,839,loser,purple,0
647,1,40,6,36,50,839,winner,blue,1
648,4,80,0,1,-17,838,loser,black,0
649,1,40,7,25,50,838,winner,green,1
650,4,40,0,0,-20,838,loser,purple,0
651,1,0,3,21,24,838,loser,blue,1
652,5,60,1,2,-14,837,loser,black,0
653,2,400,4,35,30,837,loser,green,1
654,2,20,0,0,-11,837,loser,purple,0
655,4,140,8,51,52,837,winner,blue,1
656,4,280,0,2,-19,836,loser,black,0
657,2,220,5,40,34,836,loser,green,1
658,4,40,1,5,-9,836,loser,purple,0
659,2,160,6,61,50,836,winner,blue,1
660,6,200,0,1,-31,835,loser,black,0
661,1,0,6,50,53,835,winner,green,1
662,3,0,0,0,-15,835,loser,purple,0
663,2,140,6,33,42,835,loser,blue,1
664,3,20,1,1,-12,834,loser,black,0
665,0,20,6,28,55,834,winner,green,1
666,5,40,1,1,-17,834,loser,purple,0
667,1,0,2,8,12,834,loser,blue,1
668,1,40,0,0,-5,833,loser,black,0
669,2,20,6,40,50,833,winner,green,1
670,6,60,0,0,-33,833,loser,purple,0
671,2,40,5,22,35,833,loser,blue,1
672,7,700,1,10,-25,832,loser,black,0
673,0,60,6,34,52,832,winner,green,1
674,4,340,2,9,-1,832,loser,purple,0
675,5,380,7,47,39,832,loser,blue,1
676,5,100,0,0,-26,831,loser,black,0
677,0,80,4,34,43,831,loser,green,1
678,4,80,0,0,-21,831,loser,purple,0
679,0,120,5,32,50,831,winner,blue,1
680,2,140,1,2,-5,830,loser,black,0
681,3,200,8,73,52,830,winner,green,1
682,6,40,0,3,-25,830,loser,purple,0
683,3,300,5,30,35,830,loser,blue,1
684,2,80,1,1,-5,829,loser,black,0
685,3,180,7,44,54,829,winner,green,1
686,8,80,1,1,-35,829,loser,purple,0
687,1,0,5,37,44,829,loser,blue,1
688,6,120,1,3,-19,828,loser,black,0
689,2,220,8,31,53,828,winner,green,1
690,3,80,0,1,-13,828,loser,purple,0
691,4,20,6,51,40,828,loser,blue,1
692,4,0,0,0,-20,827,loser,black,0
693,2,0,5,27,30,827,loser,green,1
694,3,0,0,0,-17,827,loser,purple,0
695,3,0,7,44,53,827,winner,blue,1
696,3,0,0,1,-13,826,loser,black,0
697,2,0,4,25,30,826,loser,green,1
698,5,0,1,2,-20,826,loser,purple,0
699,1,20,6,36,51,826,winner,blue,1
700,4,0,1,1,-14,825,loser,black,0
701,3,380,5,38,34,825,loser,green,1
702,3,220,0,1,-13,825,loser,purple,0
703,2,280,6,54,50,825,winner,blue,1
704,5,180,0,0,-25,824,loser,black,0
705,3,60,5,24,27,824,loser,green,1
706,1,0,0,0,-5,824,loser,purple,0
707,2,0,6,38,50,824,winner,blue,1
708,4,60,0,0,-22,823,loser,black,0
709,0,0,5,30,49,823,loser,green,1
710,6,100,0,0,-30,823,loser,purple,0
711,1,120,6,38,51,823,winner,blue,1
712,3,40,0,0,-16,822,loser,black,0
713,0,0,2,30,22,822,loser,green,1
714,5,140,0,1,-23,822,loser,purple,0
715,0,0,6,27,51,822,winner,blue,1
716,6,40,0,0,-28,821,loser,black,0
717,2,140,6,27,50,821,winner,green,1
718,2,40,0,0,-13,821,loser,purple,0
719,0,0,4,15,32,821,loser,blue,1
720,6,240,0,1,-28,820,loser,black,0
721,1,60,2,11,15,820,loser,green,1
722,0,160,0,0,-3,820,loser,purple,0
723,1,0,6,50,52,820,winner,blue,1
724,3,60,0,0,-15,819,loser,black,0
725,4,60,7,47,51,819,winner,green,1
726,2,0,1,0,-4,819,loser,purple,0
727,4,100,5,23,18,819,loser,blue,1
728,3,220,0,8,-11,818,loser,black,0
729,2,60,3,24,18,818,loser,green,1
730,5,260,1,11,-13,818,loser,purple,0
731,0,0,6,30,53,818,winner,blue,1
732,6,0,0,2,-26,817,loser,black,0
733,1,40,7,31,54,817,winner,green,1
734,3,0,0,0,-15,817,loser,purple,0
735,1,0,4,18,27,817,loser,blue,1
736,2,140,0,0,-12,816,loser,black,0
737,1,40,6,32,43,816,loser,green,1
738,8,140,0,0,-35,816,loser,purple,0
739,2,20,7,51,53,816,winner,blue,1
740,1,140,0,0,-7,815,loser,black,0
741,1,20,6,34,52,815,winner,green,1
742,3,0,0,1,-13,815,loser,purple,0
743,3,20,2,13,3,815,loser,blue,1
744,4,100,1,0,-14,814,loser,black,0
745,3,20,5,29,37,814,loser,green,1
746,6,40,1,0,-27,814,loser,purple,0
747,1,0,7,35,54,814,winner,blue,1
748,5,0,1,1,-16,813,loser,black,0
749,4,0,4,12,9,813,loser,green,1
750,1,40,0,1,-4,813,loser,purple,0
751,3,0,8,34,50,813,winner,blue,1
752,7,140,0,1,-35,812,loser,black,0
753,3,20,7,37,51,812,winner,green,1
754,2,20,0,0,-10,812,loser,purple,0
755,1,0,6,26,49,812,loser,blue,1
756,7,0,1,0,-29,811,loser,black,0
757,4,80,8,39,50,811,winner,green,1
758,1,20,0,0,-6,811,loser,purple,0
759,4,0,7,31,44,811,loser,blue,1
760,4,60,0,0,-20,810,loser,black,0
761,1,0,6,35,50,810,winner,green,1
762,3,140,0,1,-15,810,loser,purple,0
763,2,0,4,17,27,810,loser,blue,1
764,3,40,0,0,-15,809,loser,black,0
765,1,0,5,30,35,809,loser,green,1
766,6,100,0,0,-29,809,loser,purple,0
767,1,40,6,43,53,809,winner,blue,1
768,4,180,0,0,-23,808,loser,black,0
769,1,0,7,38,53,808,winner,green,1
770,5,60,1,1,-18,808,loser,purple,0
771,0,280,2,17,30,808,loser,blue,1
772,1,0,2,6,9,807,loser,black,0
773,1,180,5,31,51,807,winner,green,1
774,6,60,0,0,-33,807,loser,purple,0
775,1,240,3,30,25,807,loser,blue,1
776,4,280,0,0,-22,806,loser,black,0
777,2,120,6,51,50,806,winner,green,1
778,3,320,0,0,-18,806,loser,purple,0
779,2,80,5,40,37,806,loser,blue,1
780,6,60,0,1,-29,805,loser,black,0
781,0,0,6,29,53,805,winner,green,1
782,2,120,0,1,-8,805,loser,purple,0
783,1,0,3,15,23,805,loser,blue,1
784,4,20,0,0,-22,804,loser,black,0
785,2,240,7,38,50,804,winner,green,1
786,3,20,0,1,-15,804,loser,purple,0
787,2,0,4,44,36,804,loser,blue,1
788,3,100,0,1,-16,803,loser,black,0
789,1,20,6,26,50,803,winner,green,1
790,5,20,0,1,-24,803,loser,purple,0
791,1,80,4,33,35,803,loser,blue,1
792,6,20,0,2,-26,802,loser,black,0
793,1,0,6,29,50,802,winner,green,1
794,3,160,0,1,-14,802,loser,purple,0
795,0,0,4,21,34,802,loser,blue,1
796,4,60,0,0,-21,801,loser,black,0
797,2,40,5,24,35,801,loser,green,1
798,4,60,0,0,-20,801,loser,purple,0
799,1,0,6,35,51,801,winner,blue,1
800,5,100,0,0,-22,800,loser,black,0
801,0,60,6,62,54,800,winner,green,1
802,1,80,0,0,-7,800,loser,purple,0
803,2,340,2,19,12,800,loser,blue,1
804,2,20,0,0,-11,799,loser,black,0
805,2,160,1,24,0,799,loser,green,1
806,3,0,0,2,-9,799,loser,purple,0
807,0,160,6,35,51,799,winner,blue,1
808,3,80,0,0,-17,798,loser,black,0
809,2,160,3,29,27,798,loser,green,1
810,2,160,0,1,-14,798,loser,purple,0
811,2,100,6,32,51,798,winner,blue,1
812,4,120,0,1,-20,797,loser,black,0
813,1,40,5,29,43,797,loser,green,1
814,5,0,0,0,-25,797,loser,purple,0
815,1,60,6,28,50,797,winner,blue,1
816,7,60,2,1,-26,796,loser,black,0
817,2,120,6,27,50,796,winner,green,1
818,1,20,0,1,-3,796,loser,purple,0
819,1,140,3,29,23,796,loser,blue,1
820,4,0,0,3,-14,795,loser,black,0
821,1,80,4,10,21,795,loser,green,1
822,4,0,0,4,-15,795,loser,purple,0
823,1,0,6,36,50,795,winner,blue,1
824,3,20,0,0,-15,794,loser,black,0
825,2,160,6,32,52,794,winner,green,1
826,5,80,0,0,-25,794,loser,purple,0
827,2,140,6,37,40,794,loser,blue,1
828,7,160,3,11,-4,793,loser,black,0
829,1,60,4,38,35,793,loser,green,1
830,4,40,0,0,-19,793,loser,purple,0
831,1,100,6,46,51,793,winner,blue,1
832,6,440,1,5,-15,792,loser,black,0
833,2,0,4,26,23,792,loser,green,1
834,5,340,3,4,-10,792,loser,purple,0
835,3,140,8,44,53,792,winner,blue,1
836,1,60,0,0,-5,791,loser,black,0
837,2,0,2,14,5,791,loser,green,1
838,5,20,1,0,-20,791,loser,purple,0
839,1,0,6,38,51,791,winner,blue,1
840,4,40,0,1,-20,790,loser,black,0
841,2,560,6,40,51,790,winner,green,1
842,4,20,1,3,-14,790,loser,purple,0
843,1,160,4,37,32,790,loser,blue,1
844,4,140,0,0,-20,789,loser,black,0
845,0,260,5,41,50,789,winner,green,1
846,2,340,1,10,-3,789,loser,purple,0
847,1,440,1,24,9,789,loser,blue,1
848,2,40,0,0,-11,788,loser,black,0
849,1,360,4,39,35,788,loser,green,1
850,5,240,0,0,-27,788,loser,purple,0
851,1,180,5,63,51,788,winner,blue,1
852,4,0,0,0,-20,787,loser,black,0
853,2,20,5,34,40,787,loser,green,1
854,4,20,0,0,-22,787,loser,purple,0
855,1,100,6,33,50,787,winner,blue,1
856,5,0,1,1,-18,786,loser,black,0
857,2,260,4,34,27,786,loser,green,1
858,2,0,0,0,-10,786,loser,purple,0
859,3,200,7,39,51,786,winner,blue,1
860,7,260,0,0,-35,785,loser,black,0
861,0,240,3,32,25,785,loser,green,1
862,1,40,1,2,2,785,loser,purple,0
863,2,0,6,40,51,785,winner,blue,1
864,3,140,0,1,-13,784,loser,black,0
865,2,20,7,31,51,784,winner,green,1
866,6,40,1,3,-22,784,loser,purple,0
867,1,0,4,19,28,784,loser,blue,1
868,4,80,0,1,-19,783,loser,black,0
869,2,20,6,33,42,783,loser,green,1
870,6,20,1,0,-24,783,loser,purple,0
871,3,0,8,43,54,783,winner,blue,1
872,5,220,0,0,-25,782,loser,black,0
873,2,0,7,58,51,782,winner,green,1
874,3,60,0,1,-15,782,loser,purple,0
875,3,180,6,41,41,782,loser,blue,1
876,0,0,0,0,-2,781,loser,black,0
877,3,60,4,24,21,781,loser,green,1
878,6,180,0,0,-32,781,loser,purple,0
879,0,0,5,31,53,781,winner,blue,1
880,4,60,0,1,-19,780,loser,black,0
881,1,100,6,38,52,780,winner,green,1
882,4,240,0,1,-18,780,loser,purple,0
883,0,60,3,25,29,780,loser,blue,1
884,3,20,0,0,-15,779,loser,black,0
885,2,300,2,26,12,779,loser,green,1
886,1,40,0,0,-6,779,loser,purple,0
887,0,200,5,39,52,779,winner,blue,1
888,5,200,0,0,-25,778,loser,black,0
889,1,100,7,31,50,778,winner,green,1
890,2,0,0,0,-10,778,loser,purple,0
891,3,60,4,31,24,778,loser,blue,1
892,4,320,0,6,-18,777,loser,black,0
893,4,180,3,19,7,777,loser,green,1
894,2,200,1,8,3,777,loser,purple,0
895,0,20,6,27,52,777,winner,blue,1
896,2,40,0,0,-10,776,loser,black,0
897,5,320,7,46,47,776,loser,green,1
898,5,120,0,0,-26,776,loser,purple,0
899,3,220,8,53,51,776,winner,blue,1
900,4,0,0,0,-20,775,loser,black,0
901,1,60,3,14,22,775,loser,green,1
902,3,80,0,0,-16,775,loser,purple,0
903,1,0,6,29,51,775,winner,blue,1
904,3,180,2,7,-1,774,loser,black,0
905,4,100,5,49,30,774,loser,green,1
906,5,220,0,9,-19,774,loser,purple,0
907,1,460,7,32,52,774,winner,blue,1
908,5,140,0,0,-26,773,loser,black,0
909,1,0,4,22,31,773,loser,green,1
910,3,0,0,0,-15,773,loser,purple,0
911,1,0,6,36,51,773,winner,blue,1
912,5,220,0,3,-22,772,loser,black,0
913,3,100,6,52,50,772,winner,green,1
914,3,260,1,4,-12,772,loser,purple,0
915,3,340,7,34,47,772,loser,blue,1
916,3,40,0,0,-17,771,loser,black,0
917,0,120,5,34,49,771,loser,green,1
918,6,80,0,0,-32,771,loser,purple,0
919,1,160,5,46,50,771,winner,blue,1
920,5,120,0,1,-23,770,loser,black,0
921,1,300,3,23,17,770,loser,green,1
922,4,260,2,5,-2,770,loser,purple,0
923,1,0,6,39,51,770,winner,blue,1
924,3,0,1,1,-7,769,loser,black,0
925,4,60,5,30,27,769,loser,green,1
926,5,60,0,1,-24,769,loser,purple,0
927,1,60,7,37,54,769,winner,blue,1
928,6,120,0,0,-30,768,loser,black,0
929,0,0,2,17,20,768,loser,green,1
930,2,0,0,0,-10,768,loser,purple,0
931,0,20,6,35,53,768,winner,blue,1
932,3,60,1,0,-10,767,loser,black,0
933,2,60,5,34,32,767,loser,green,1
934,6,100,1,3,-23,767,loser,purple,0
935,3,0,7,36,50,767,winner,blue,1
936,1,0,0,1,-7,766,loser,black,0
937,0,0,5,27,50,766,winner,green,1
938,3,280,0,2,-13,766,loser,purple,0
939,2,40,1,15,1,766,loser,blue,1
940,6,60,1,3,-21,765,loser,black,0
941,0,0,6,24,51,765,winner,green,1
942,4,360,0,0,-20,765,loser,purple,0
943,2,0,5,28,35,765,loser,blue,1
944,3,0,0,0,-15,764,loser,black,0
945,0,660,4,31,37,764,loser,green,1
946,6,400,1,0,-26,764,loser,purple,0
947,2,0,6,55,50,764,winner,blue,1
948,7,360,1,4,-28,763,loser,black,0
949,3,380,7,46,54,763,winner,green,1
950,0,120,0,2,-2,763,loser,purple,0
951,3,280,5,38,32,763,loser,blue,1
952,4,160,0,1,-19,762,loser,black,0
953,1,0,3,27,26,762,loser,green,1
954,3,0,0,0,-15,762,loser,purple,0
955,2,180,7,40,50,762,winner,blue,1
956,5,140,0,1,-26,761,loser,black,0
957,1,260,6,36,50,761,winner,green,1
958,2,20,1,0,-5,761,loser,purple,0
959,2,80,3,34,24,761,loser,blue,1
960,3,360,0,0,-15,760,loser,black,0
961,1,200,6,50,54,760,winner,green,1
962,7,60,0,0,-35,760,loser,purple,0
963,0,320,5,59,48,760,loser,blue,1
964,2,40,0,0,-10,759,loser,black,0
965,0,120,6,34,53,759,winner,green,1
966,4,80,0,1,-22,759,loser,purple,0
967,2,140,2,26,14,759,loser,blue,1
968,5,40,1,1,-17,758,loser,black,0
969,1,780,5,37,52,758,winner,green,1
970,4,60,1,1,-12,758,loser,purple,0
971,0,80,3,18,17,758,loser,blue,1
972,4,60,0,0,-21,757,loser,black,0
973,1,140,6,39,53,757,winner,green,1
974,4,20,0,3,-16,757,loser,purple,0
975,1,100,4,27,30,757,loser,blue,1
976,1,40,0,0,-5,756,loser,black,0
977,0,140,6,33,53,756,winner,green,1
978,8,440,0,0,-43,756,loser,purple,0
979,2,120,6,49,46,756,loser,blue,1
980,3,120,0,0,-15,755,loser,black,0
981,0,380,5,42,50,755,winner,green,1
982,5,20,0,0,-25,755,loser,purple,0
983,1,380,4,39,36,755,loser,blue,1
984,1,0,0,0,-5,754,loser,black,0
985,2,240,3,32,25,754,loser,green,1
986,5,260,0,0,-28,754,loser,purple,0
987,0,80,5,41,50,754,winner,blue,1
988,3,40,0,0,-15,753,loser,black,0
989,3,140,5,32,42,753,loser,green,1
990,5,160,1,5,-17,753,loser,purple,0
991,2,180,8,42,51,753,winner,blue,1
992,3,40,0,1,-13,752,loser,black,0
993,2,220,2,31,20,752,loser,green,1
994,3,20,0,0,-16,752,loser,purple,0
995,1,280,7,37,54,752,winner,blue,1
996,2,80,0,0,-10,751,loser,black,0
997,2,180,1,13,5,751,loser,green,1
998,2,20,0,1,-10,751,loser,purple,0
999,1,180,6,44,51,751,winner,blue,1
1000,4,0,0,1,-18,750,loser,black,0
1001,1,120,2,12,15,750,loser,green,1
1002,2,0,0,0,-11,750,loser,purple,0
1003,0,100,5,33,51,750,winner,blue,1
1004,5,20,0,2,-22,749,loser,black,0
1005,0,0,6,28,54,749,winner,green,1
1006,4,100,0,2,-16,749,loser,purple,0
1007,2,0,5,21,32,749,loser,blue,1
1008,3,100,0,2,-12,748,loser,black,0
1009,3,180,7,45,51,748,winner,green,1
1010,2,140,1,8,1,748,loser,purple,0
1011,5,660,5,41,19,748,loser,blue,1
1012,5,0,1,0,-19,747,loser,black,0
1013,2,0,7,27,51,747,winner,green,1
1014,2,0,0,0,-10,747,loser,purple,0
1015,2,0,3,7,12,747,loser,blue,1
1016,4,0,0,0,-19,746,loser,black,0
1017,1,0,2,14,13,746,loser,green,1
1018,3,0,0,0,-14,746,loser,purple,0
1019,0,0,6,33,50,746,winner,blue,1
1020,5,60,2,0,-16,745,loser,black,0
1021,0,0,1,16,12,745,loser,green,1
1022,3,20,1,3,-11,745,loser,purple,0
1023,3,160,7,41,54,745,winner,blue,1
1024,3,120,0,3,-14,744,loser,black,0
1025,1,100,4,22,31,744,loser,green,1
1026,5,60,0,3,-24,744,loser,purple,0
1027,0,0,5,37,51,744,winner,blue,1
1028,3,100,0,0,-15,743,loser,black,0
1029,0,0,6,27,54,743,winner,green,1
1030,3,40,0,0,-15,743,loser,purple,0
1031,0,0,0,0,0,743,loser,blue,1
1032,2,40,0,0,-10,742,loser,black,0
1033,2,60,3,17,16,742,loser,green,1
1034,4,40,0,0,-20,742,loser,purple,0
1035,1,40,6,34,51,742,winner,blue,1
1036,5,60,1,3,-17,741,loser,black,0
1037,1,0,6,32,54,741,winner,green,1
1038,5,0,0,3,-19,741,loser,purple,0
1039,0,0,4,15,27,741,loser,blue,1
1040,3,160,0,1,-15,740,loser,black,0
1041,1,0,6,37,50,740,winner,green,1
1042,5,0,1,5,-12,740,loser,purple,0
1043,1,80,3,10,21,740,loser,blue,1
1044,4,160,1,1,-15,739,loser,black,0
1045,2,40,3,17,23,739,loser,green,1
1046,5,0,1,1,-17,739,loser,purple,0
1047,2,0,8,27,53,739,winner,blue,1
1048,2,80,1,4,0,738,loser,black,0
1049,3,400,7,41,50,738,winner,green,1
1050,5,120,1,4,-19,738,loser,purple,0
1051,3,120,4,36,34,738,loser,blue,1
1052,2,40,0,0,-10,737,loser,black,0
1053,1,20,6,41,51,737,winner,green,1
1054,6,260,0,2,-28,737,loser,purple,0
1055,0,220,3,24,27,737,loser,blue,1
1056,4,220,0,0,-23,736,loser,black,0
1057,0,60,5,35,45,736,loser,green,1
1058,4,0,0,0,-20,736,loser,purple,0
1059,3,40,6,38,50,736,winner,blue,1
1060,4,40,1,0,-14,735,loser,black,0
1061,4,320,6,37,26,735,loser,green,1
1062,2,100,0,0,-12,735,loser,purple,0
1063,3,340,7,44,54,735,winner,blue,1
1064,0,0,0,0,0,734,loser,black,0
1065,1,60,0,3,-5,734,loser,green,1
1066,5,60,0,1,-23,734,loser,purple,0
1067,0,20,6,27,53,734,winner,blue,1
1068,5,140,0,1,-24,733,loser,black,0
1069,1,0,6,35,51,733,winner,green,1
1070,3,140,0,0,-17,733,loser,purple,0
1071,3,0,6,32,41,733,loser,blue,1
1072,1,20,0,0,-6,732,loser,black,0
1073,2,60,7,37,53,732,winner,green,1
1074,5,140,1,1,-20,732,loser,purple,0
1075,2,40,2,19,14,732,loser,blue,1
1076,2,300,0,5,-8,731,loser,black,0
1077,3,300,4,35,28,731,loser,green,1
1078,5,260,0,6,-18,731,loser,purple,0
1079,1,180,7,35,54,731,winner,blue,1
1080,5,20,1,1,-18,730,loser,black,0
1081,2,60,3,16,20,730,loser,green,1
1082,3,140,0,1,-12,730,loser,purple,0
1083,1,0,7,47,50,730,winner,blue,1
1084,5,100,1,4,-20,729,loser,black,0
1085,1,160,3,20,28,729,loser,green,1
1086,3,20,1,1,-7,729,loser,purple,0
1087,2,200,6,27,50,729,winner,blue,1
1088,4,80,1,1,-9,728,loser,black,0
1089,2,260,3,26,14,728,loser,green,1
1090,3,40,1,0,-12,728,loser,purple,0
1091,3,240,7,59,52,728,winner,blue,1
1092,4,180,2,7,-3,727,loser,black,0
1093,0,0,0,2,0,727,loser,green,1
1094,3,40,0,0,-15,727,loser,purple,0
1095,1,20,6,32,51,727,winner,blue,1
1096,2,120,0,0,-13,726,loser,black,0
1097,2,0,2,11,14,726,loser,green,1
1098,3,120,0,0,-17,726,loser,purple,0
1099,1,0,6,33,53,726,winner,blue,1
1100,3,260,0,0,-16,725,loser,black,0
1101,1,260,4,25,22,725,loser,green,1
1102,4,180,0,1,-17,725,loser,purple,0
1103,1,240,5,45,50,725,winner,blue,1
1104,2,0,0,0,-10,724,loser,black,0
1105,0,20,1,7,6,724,loser,green,1
1106,4,0,0,2,-18,724,loser,purple,0
1107,1,0,6,36,53,724,winner,blue,1
1108,2,40,1,10,-1,723,loser,black,0
1109,3,460,7,45,50,723,winner,green,1
1110,6,40,0,1,-30,723,loser,purple,0
1111,2,220,5,25,36,723,loser,blue,1
1112,4,140,0,5,-16,722,loser,black,0
1113,2,80,6,36,51,722,winner,green,1
1114,4,120,0,1,-22,722,loser,purple,0
1115,3,120,7,48,48,722,loser,blue,1
1116,5,480,0,2,-25,721,loser,black,0
1117,0,60,5,51,51,721,winner,green,1
1118,3,0,1,1,-9,721,loser,purple,0
1119,3,0,5,26,28,721,loser,blue,1
1120,8,360,1,0,-37,720,loser,black,0
1121,1,80,6,44,50,720,winner,green,1
1122,4,120,1,8,-6,720,loser,purple,0
1123,0,60,5,33,46,720,loser,blue,1
1124,2,260,0,6,-1,719,loser,black,0
1125,1,40,5,38,50,719,winner,green,1
1126,5,340,1,4,-15,719,loser,purple,0
1127,1,320,3,17,13,719,loser,blue,1
1128,4,180,1,3,-13,718,loser,black,0
1129,3,120,7,60,43,718,loser,green,1
1130,6,60,0,0,-28,718,loser,purple,0
1131,2,20,7,47,50,718,winner,blue,1
1132,6,20,0,3,-24,717,loser,black,0
1133,2,0,7,23,52,717,winner,green,1
1134,1,0,1,0,-2,717,loser,purple,0
1135,3,0,4,9,13,717,loser,blue,1
1136,3,280,0,0,-22,716,loser,black,0
1137,2,200,4,38,50,716,winner,green,1
1138,4,140,0,0,-23,716,loser,purple,0
1139,1,0,6,35,49,716,loser,blue,1
1140,5,80,0,1,-23,715,loser,black,0
1141,1,20,4,28,33,715,loser,green,1
1142,4,40,0,0,-20,715,loser,purple,0
1143,0,160,6,28,54,715,winner,blue,1
1144,8,280,0,1,-41,714,loser,black,0
1145,1,0,5,38,51,714,winner,green,1
1146,1,20,0,0,-8,714,loser,purple,0
1147,0,0,5,25,45,714,loser,blue,1
1148,5,160,0,4,-21,713,loser,black,0
1149,2,380,6,42,50,713,winner,green,1
1150,4,0,1,4,-10,713,loser,purple,0
1151,1,180,5,40,43,713,loser,blue,1
1152,6,40,0,1,-28,712,loser,black,0
1153,1,100,4,36,31,712,loser,green,1
1154,2,0,0,0,-10,712,loser,purple,0
1155,1,120,6,32,53,712,winner,blue,1
1156,5,140,1,1,-23,711,loser,black,0
1157,2,40,3,20,23,711,loser,green,1
1158,2,0,0,1,-9,711,loser,purple,0
1159,0,0,5,30,50,711,winner,blue,1
1160,4,120,1,1,-17,710,loser,black,0
1161,1,0,7,33,54,710,winner,green,1
1162,2,0,1,1,-3,710,loser,purple,0
1163,6,60,4,23,15,710,loser,blue,1
1164,1,20,0,1,-2,709,loser,black,0
1165,4,120,5,36,19,709,loser,green,1
1166,6,140,1,1,-22,709,loser,purple,0
1167,1,100,6,34,50,709,winner,blue,1
1168,6,220,1,4,-25,708,loser,black,0
1169,3,200,5,32,28,708,loser,green,1
1170,3,240,3,8,9,708,loser,purple,0
1171,1,220,5,31,50,708,winner,blue,1
1172,5,40,0,0,-25,707,loser,black,0
1173,2,140,7,38,53,707,winner,green,1
1174,2,20,0,0,-10,707,loser,purple,0
1175,1,0,3,15,22,707,loser,blue,1
1176,5,280,1,1,-17,706,loser,black,0
1177,2,180,7,36,51,706,winner,green,1
1178,6,180,2,8,-13,706,loser,purple,0
1179,4,160,7,54,44,706,loser,blue,1
1180,4,20,0,3,-19,705,loser,black,0
1181,3,40,8,34,54,705,winner,green,1
1182,3,20,0,0,-15,705,loser,purple,0
1183,3,160,5,36,30,705,loser,blue,1
1184,2,0,1,0,-4,704,loser,black,0
1185,2,0,7,42,50,704,winner,green,1
1186,7,40,0,0,-36,704,loser,purple,0
1187,1,100,4,18,33,704,loser,blue,1
1188,5,40,1,0,-19,703,loser,black,0
1189,2,0,7,29,50,703,winner,green,1
1190,5,20,1,0,-22,703,loser,purple,0
1191,1,0,4,20,34,703,loser,blue,1
1192,3,40,0,1,-14,702,loser,black,0
1193,1,100,7,31,52,702,winner,green,1
1194,8,380,1,4,-32,702,loser,purple,0
1195,1,40,5,40,47,702,loser,blue,1
1196,4,120,0,0,-20,701,loser,black,0
1197,4,160,6,21,29,701,loser,green,1
1198,3,0,0,1,-14,701,loser,purple,0
1199,0,120,5,39,52,701,winner,blue,1
1200,4,0,0,0,-20,700,loser,black,0
1201,2,120,6,39,50,700,winner,green,1
1202,4,100,1,4,-12,700,loser,purple,0
1203,0,100,3,27,28,700,loser,blue,1
1204,4,180,0,1,-17,699,loser,black,0
1205,3,180,5,29,24,699,loser,green,1
1206,5,120,3,9,-1,699,loser,purple,0
1207,3,20,7,42,50,699,winner,blue,1
1208,6,200,0,0,-34,698,loser,black,0
1209,2,180,3,33,26,698,loser,green,1
1210,0,0,0,0,0,698,loser,purple,0
1211,0,80,5,31,50,698,winner,blue,1
1212,1,0,0,0,-8,697,loser,black,0
1213,3,0,4,22,25,697,loser,green,1
1214,5,0,0,1,-23,697,loser,purple,0
1215,1,140,6,38,51,697,winner,blue,1
1216,4,140,0,1,-20,696,loser,black,0
1217,2,80,7,30,51,696,winner,green,1
1218,3,100,0,0,-15,696,loser,purple,0
1219,3,100,5,31,29,696,loser,blue,1
1220,3,20,1,0,-10,695,loser,black,0
1221,3,160,7,48,50,695,winner,green,1
1222,5,220,0,0,-28,695,loser,purple,0
1223,3,140,6,47,45,695,loser,blue,1
1224,6,200,0,0,-38,694,loser,black,0
1225,1,0,5,37,47,694,loser,green,1
1226,2,40,0,0,-11,694,loser,purple,0
1227,0,0,4,41,50,694,winner,blue,1
1228,7,100,0,1,-35,693,loser,black,0
1229,1,60,5,33,38,693,loser,green,1
1230,1,80,0,0,-7,693,loser,purple,0
1231,1,40,5,34,50,693,winner,blue,1
1232,3,0,0,0,-15,692,loser,black,0
1233,0,460,6,28,52,692,winner,green,1
1234,6,60,0,1,-29,692,loser,purple,0
1235,0,0,3,23,31,692,loser,blue,1
1236,2,40,0,0,-10,691,loser,black,0
1237,1,0,6,37,50,691,winner,green,1
1238,4,240,0,0,-22,691,loser,purple,0
1239,0,0,1,6,13,691,loser,blue,1
1240,3,0,0,1,-13,690,loser,black,0
1241,3,0,7,43,53,690,winner,green,1
1242,5,300,0,3,-22,690,loser,purple,0
1243,3,0,7,31,39,690,loser,blue,1
1244,5,20,1,0,-22,689,loser,black,0
1245,2,100,5,44,47,689,loser,green,1
1246,5,400,0,0,-26,689,loser,purple,0
1247,1,80,7,56,54,689,winner,blue,1
1248,5,320,2,5,-16,688,loser,black,0
1249,4,80,8,38,50,688,winner,green,1
1250,7,860,4,6,-4,688,loser,purple,0
1251,5,220,8,38,47,688,loser,blue,1
1252,2,100,1,2,-6,687,loser,black,0
1253,1,80,3,35,27,687,loser,green,1
1254,5,180,0,2,-24,687,loser,purple,0
1255,1,420,6,45,50,687,winner,blue,1
