,deaths,energy_used,kills,missiles_fired,points,run,status,tank,team
1863,0,120,5,28,50,535,winner,blue,1
1864,3,80,0,1,-14,534,loser,black,0
1865,3,20,5,37,32,534,loser,green,1
1866,4,80,0,0,-22,534,loser,purple,0
1867,1,0,6,37,51,534,winner,blue,1
1868,1,100,0,0,-6,533,loser,black,0
1869,0,0,6,45,54,533,winner,green,1
1870,7,140,1,1,-28,533,loser,purple,0
1871,1,140,2,19,12,533,loser,blue,1
1872,1,80,1,2,1,532,loser,black,0
1873,2,140,7,45,50,532,winner,green,1
1874,5,80,0,2,-21,532,loser,purple,0
1875,3,80,3,20,13,532,loser,blue,1
1876,2,0,0,0,-10,531,loser,black,0
1877,2,60,2,11,8,531,loser,green,1
1878,2,160,0,0,-15,531,loser,purple,0
1879,1,0,5,43,50,531,winner,blue,1
1880,7,380,2,11,-14,530,loser,black,0
1881,3,20,7,33,44,530,loser,green,1
1882,5,280,4,10,0,530,loser,purple,0
1883,6,180,8,52,50,530,winner,blue,1
1884,3,100,0,0,-15,529,loser,black,0
1885,2,140,7,33,54,529,winner,green,1
1886,5,260,0,2,-24,529,loser,purple,0
1887,1,60,4,30,32,529,loser,blue,1
1888,7,60,1,1,-29,528,loser,black,0
1889,1,0,6,24,51,528,winner,green,1
1890,5,0,1,0,-20,528,loser,purple,0
1891,0,0,5,24,45,528,loser,blue,1
1892,1,40,0,1,-5,527,loser,black,0
1893,0,100,5,30,52,527,winner,green,1
1894,3,140,0,0,-21,527,loser,purple,0
1895,1,0,0,12,1,527,loser,blue,1
1896,1,80,0,0,-5,526,loser,black,0
1897,1,180,6,35,50,526,winner,green,1
1898,4,0,0,0,-22,526,loser,purple,0
1899,2,260,2,25,19,526,loser,blue,1
1900,6,20,0,4,-25,525,loser,black,0
1901,1,380,3,20,24,525,loser,green,1
1902,2,40,1,3,-3,525,loser,purple,0
1903,3,260,8,45,53,525,winner,blue,1
1904,7,80,0,2,-33,524,loser,black,0
1905,0,0,5,28,51,524,winner,green,1
1906,1,100,0,1,-7,524,loser,purple,0
1907,1,0,4,16,29,524,loser,blue,1
1908,1,0,0,0,-5,523,loser,black,0
1909,1,0,3,20,22,523,loser,green,1
1910,7,120,0,1,-33,523,loser,purple,0
1911,0,40,6,31,53,523,winner,blue,1
1912,4,140,0,1,-22,522,loser,black,0
1913,1,180,4,19,27,522,loser,green,1
1914,3,0,0,1,-12,522,loser,purple,0
1915,1,0,5,38,50,522,winner,blue,1
1916,3,20,0,1,-13,521,loser,black,0
1917,2,180,4,24,22,521,loser,green,1
1918,4,160,0,1,-18,521,loser,purple,0
1919,1,40,6,45,54,521,winner,blue,1
1920,3,0,0,2,-13,520,loser,black,0
1921,1,40,6,33,50,520,winner,green,1
1922,1,0,0,1,-3,520,loser,purple,0
1923,2,20,1,5,-6,520,loser,blue,1
1924,6,40,1,2,-25,519,loser,black,0
1925,3,140,5,33,42,519,loser,green,1
1926,3,40,1,3,-9,519,loser,purple,0
1927,1,180,6,45,50,519,winner,blue,1
1928,3,0,0,2,-11,518,loser,black,0
1929,3,140,6,47,52,518,winner,green,1
1930,5,60,0,1,-23,518,loser,purple,0
1931,2,180,7,33,42,518,loser,blue,1
1932,4,200,0,0,-21,517,loser,black,0
1933,2,40,5,41,41,517,loser,green,1
1934,6,140,3,2,-15,517,loser,purple,0
1935,4,400,8,41,52,517,winner,blue,1
1936,5,60,1,0,-20,516,loser,black,0
1937,3,100,7,64,50,516,winner,green,1
1938,4,200,0,0,-19,516,loser,purple,0
1939,1,180,5,29,38,516,loser,blue,1
1940,3,220,0,4,-8,515,loser,black,0
1941,4,120,8,41,50,515,winner,green,1
1942,5,720,1,4,-14,515,loser,purple,0
1943,2,20,5,19,28,515,loser,blue,1
1944,3,20,0,2,-13,514,loser,black,0
1945,2,240,5,24,36,514,loser,green,1
1946,4,0,0,0,-22,514,loser,purple,0
1947,2,180,6,56,51,514,winner,blue,1
1948,5,260,1,0,-21,513,loser,black,0
1949,2,60,7,57,51,513,winner,green,1
1950,5,160,0,0,-25,513,loser,purple,0
1951,1,0,5,32,46,513,loser,blue,1
1952,5,40,1,3,-15,512,loser,black,0
1953,6,0,6,30,18,512,loser,green,1
1954,2,20,1,2,-3,512,loser,purple,0
1955,3,300,8,45,54,512,winner,blue,1
1956,1,180,0,0,-7,511,loser,black,0
1957,5,100,8,55,49,511,loser,green,1
1958,6,200,1,0,-25,511,loser,purple,0
1959,5,1020,8,60,50,511,winner,blue,1
1960,4,0,0,1,-16,510,loser,black,0
1961,2,100,6,43,51,510,winner,green,1
1962,2,0,0,0,-10,510,loser,purple,0
1963,2,120,4,23,19,510,loser,blue,1
1964,3,100,0,0,-15,509,loser,black,0
1965,3,0,5,33,26,509,loser,green,1
1966,3,0,0,0,-16,509,loser,purple,0
1967,2,0,6,43,50,509,winner,blue,1
1968,1,220,0,0,-8,508,loser,black,0
1969,0,0,5,30,50,508,winner,green,1
1970,5,100,0,0,-27,508,loser,purple,0
1971,1,40,2,19,19,508,loser,blue,1
1972,9,260,0,1,-43,507,loser,black,0
1973,2,0,7,29,52,507,winner,green,1
1974,2,20,1,6,-3,507,loser,purple,0
1975,1,0,6,42,45,507,loser,blue,1
1976,5,60,1,4,-18,506,loser,black,0
1977,0,0,6,35,53,506,winner,green,1
1978,5,0,0,5,-19,506,loser,purple,0
1979,0,0,3,24,28,506,loser,blue,1
1980,2,0,0,0,-10,505,loser,black,0
1981,1,0,2,15,17,505,loser,green,1
1982,5,0,0,1,-24,505,loser,purple,0
1983,0,20,6,40,53,505,winner,blue,1
1984,8,80,0,0,-42,504,loser,black,0
1985,0,20,3,24,28,504,loser,green,1
1986,0,20,0,1,1,504,loser,purple,0
1987,0,80,5,33,50,504,winner,blue,1
1988,1,60,0,0,-8,503,loser,black,0
1989,0,0,4,30,50,503,winner,green,1
1990,3,100,0,0,-18,503,loser,purple,0
1991,2,20,2,10,7,503,loser,blue,1
1992,7,0,0,0,-35,502,loser,black,0
1993,1,0,6,25,48,502,loser,green,1
1994,4,420,0,0,-19,502,loser,purple,0
1995,1,0,7,23,51,502,winner,blue,1
1996,5,180,0,1,-25,501,loser,black,0
1997,2,20,6,36,40,501,loser,green,1
1998,4,20,0,3,-14,501,loser,purple,0
1999,2,180,7,38,54,501,winner,blue,1
2000,6,60,0,1,-28,500,loser,black,0
2001,4,0,9,47,54,500,winner,green,1
2002,4,20,0,0,-20,500,loser,purple,0
2003,2,0,7,21,47,500,loser,blue,1
2004,1,40,0,0,-5,499,loser,black,0
2005,2,100,1,22,6,499,loser,green,1
2006,3,280,1,0,-17,499,loser,purple,0
2007,0,0,5,31,51,499,winner,blue,1
2008,2,120,0,0,-10,498,loser,black,0
2009,0,140,3,14,24,498,loser,green,1
2010,6,60,0,0,-30,498,loser,purple,0
2011,0,0,5,26,51,498,winner,blue,1
2012,4,140,1,4,-8,497,loser,black,0
2013,1,240,6,56,51,497,winner,green,1
2014,4,120,1,0,-17,497,loser,purple,0
2015,1,240,2,21,22,497,loser,blue,1
2016,5,20,1,5,-15,496,loser,black,0
2017,3,20,7,40,50,496,winner,green,1
2018,3,100,0,2,-10,496,loser,purple,0
2019,4,20,7,20,31,496,loser,blue,1
2020,4,60,0,1,-18,495,loser,black,0
2021,0,0,6,31,53,495,winner,green,1
2022,5,160,0,1,-26,495,loser,purple,0
2023,2,20,5,31,38,495,loser,blue,1
2024,3,80,0,2,-13,494,loser,black,0
2025,1,0,6,45,50,494,winner,green,1
2026,7,120,1,6,-22,494,loser,purple,0
2027,0,20,4,20,34,494,loser,blue,1
2028,5,20,0,0,-23,493,loser,black,0
2029,0,40,4,30,32,493,loser,green,1
2030,4,120,0,1,-21,493,loser,purple,0
2031,0,20,5,35,51,493,winner,blue,1
2032,3,0,1,1,-7,492,loser,black,0
2033,1,0,6,28,50,492,winner,green,1
2034,4,60,0,0,-22,492,loser,purple,0
2035,0,0,1,3,8,492,loser,blue,1
2036,7,120,1,2,-25,491,loser,black,0
2037,4,60,7,49,43,491,loser,green,1
2038,3,0,1,1,-8,491,loser,purple,0
2039,2,520,7,35,50,491,winner,blue,1
2040,5,60,0,1,-23,490,loser,black,0
2041,0,0,3,16,25,490,loser,green,1
2042,3,180,0,1,-16,490,loser,purple,0
2043,0,0,5,36,51,490,winner,blue,1
2044,4,160,0,0,-23,489,loser,black,0
2045,2,60,5,36,48,489,loser,green,1
2046,5,40,0,1,-23,489,loser,purple,0
2047,1,60,7,34,52,489,winner,blue,1
2048,3,20,0,1,-13,488,loser,black,0
2049,2,220,3,12,13,488,loser,green,1
2050,3,420,0,2,-18,488,loser,purple,0
2051,2,80,7,40,54,488,winner,blue,1
2052,3,0,1,0,-10,487,loser,black,0
2053,0,0,5,35,50,487,winner,green,1
2054,5,340,0,3,-23,487,loser,purple,0
2055,2,0,4,23,23,487,loser,blue,1
2056,7,20,1,2,-26,486,loser,black,0
2057,1,120,6,30,49,486,loser,green,1
2058,5,180,1,2,-16,486,loser,purple,0
2059,1,120,6,41,50,486,winner,blue,1
2060,5,140,2,3,-16,485,loser,black,0
2061,4,80,7,33,49,485,loser,green,1
2062,6,100,1,5,-20,485,loser,purple,0
2063,2,60,7,39,51,485,winner,blue,1
2064,4,100,0,1,-21,484,loser,black,0
2065,1,0,2,32,19,484,loser,green,1
2066,2,340,0,0,-13,484,loser,purple,0
2067,0,0,5,41,50,484,winner,blue,1
2068,8,40,1,0,-37,483,loser,black,0
2069,2,0,7,41,53,483,winner,green,1
2070,1,120,0,0,-6,483,loser,purple,0
2071,1,80,4,35,38,483,loser,blue,1
2072,5,300,1,0,-24,482,loser,black,0
2073,2,60,5,65,50,482,winner,green,1
2074,3,320,1,0,-17,482,loser,purple,0
2075,2,20,5,33,42,482,loser,blue,1
2076,2,0,0,0,-12,481,loser,black,0
2077,1,60,6,38,52,481,winner,green,1
2078,6,200,0,2,-30,481,loser,purple,0
2079,1,0,4,22,32,481,loser,blue,1
2080,2,100,0,1,-10,480,loser,black,0
2081,2,20,3,14,14,480,loser,green,1
2082,5,160,1,2,-18,480,loser,purple,0
2083,1,0,6,27,53,480,winner,blue,1
2084,5,60,1,0,-19,479,loser,black,0
2085,1,0,6,28,50,479,winner,green,1
2086,3,40,1,0,-11,479,loser,purple,0
2087,1,0,2,5,10,479,loser,blue,1
2088,3,60,0,0,-15,478,loser,black,0
2089,2,100,3,25,21,478,loser,green,1
2090,4,0,1,1,-13,478,loser,purple,0
2091,1,100,6,34,51,478,winner,blue,1
2092,4,160,0,1,-19,477,loser,black,0
2093,2,220,7,52,51,477,winner,green,1
2094,5,160,0,0,-29,477,loser,purple,0
2095,0,0,4,22,46,477,loser,blue,1
2096,6,260,1,0,-25,476,loser,black,0
2097,3,180,5,48,28,476,loser,green,1
2098,3,0,1,1,-7,476,loser,purple,0
2099,1,580,6,29,51,476,winner,blue,1
2100,5,60,0,0,-25,475,loser,black,0
2101,1,220,6,33,50,475,winner,green,1
2102,2,0,0,1,-8,475,loser,purple,0
2103,3,100,5,38,32,475,loser,blue,1
2104,3,0,0,0,-16,474,loser,black,0
2105,1,0,6,40,50,474,winner,green,1
2106,3,0,0,0,-15,474,loser,purple,0
2107,2,380,3,19,19,474,loser,blue,1
2108,3,80,0,4,-10,473,loser,black,0
2109,0,120,6,26,52,473,winner,green,1
2110,5,0,0,1,-25,473,loser,purple,0
2111,0,120,3,26,24,473,loser,blue,1
2112,5,380,1,3,-15,472,loser,black,0
2113,1,0,6,35,53,472,winner,green,1
2114,6,160,0,0,-31,472,loser,purple,0
2115,1,20,6,27,44,472,loser,blue,1
2116,7,60,1,3,-27,471,loser,black,0
2117,2,0,6,37,51,471,winner,green,1
2118,2,60,0,1,-11,471,loser,purple,0
2119,2,0,6,31,43,471,loser,blue,1
2120,3,20,0,1,-13,470,loser,black,0
2121,0,100,5,28,47,470,loser,green,1
2122,8,20,0,1,-38,470,loser,purple,0
2123,0,60,6,38,53,470,winner,blue,1
2124,2,520,0,0,-12,469,loser,black,0
2125,0,60,5,50,51,469,winner,green,1
2126,8,100,1,2,-32,469,loser,purple,0
2127,3,0,7,35,45,469,loser,blue,1
2128,5,280,0,0,-27,468,loser,black,0
2129,1,80,4,27,30,468,loser,green,1
2130,2,120,0,0,-12,468,loser,purple,0
2131,1,80,5,45,50,468,winner,blue,1
2132,1,60,0,1,-6,467,loser,black,0
2133,2,180,6,43,51,467,winner,green,1
2134,7,240,1,5,-24,467,loser,purple,0
2135,3,400,6,45,43,467,loser,blue,1
2136,6,520,0,1,-30,466,loser,black,0
2137,1,40,5,41,48,466,loser,green,1
2138,4,100,0,1,-21,466,loser,purple,0
2139,0,20,6,29,53,466,winner,blue,1
2140,3,0,0,1,-15,465,loser,black,0
2141,0,320,4,24,36,465,loser,green,1
2142,5,100,0,1,-22,465,loser,purple,0
2143,2,60,6,53,50,465,winner,blue,1
2144,5,0,0,0,-26,464,loser,black,0
2145,1,0,5,33,40,464,loser,green,1
2146,4,0,0,0,-20,464,loser,purple,0
2147,1,60,6,34,51,464,winner,blue,1
2148,5,40,1,4,-15,463,loser,black,0
2149,0,340,3,19,30,463,loser,green,1
2150,2,80,0,0,-11,463,loser,purple,0
2151,2,120,6,55,50,463,winner,blue,1
2152,6,260,0,1,-32,462,loser,black,0
2153,0,200,5,34,45,462,loser,green,1
2154,5,140,2,6,-6,462,loser,purple,0
2155,2,280,6,39,50,462,winner,blue,1
2156,7,120,1,0,-30,461,loser,black,0
2157,0,160,3,29,36,461,loser,green,1
2158,2,40,0,1,-8,461,loser,purple,0
2159,2,200,7,38,54,461,winner,blue,1
2160,4,60,0,1,-18,460,loser,black,0
2161,4,140,8,36,50,460,winner,green,1
2162,3,100,2,0,-7,460,loser,purple,0
2163,4,140,5,39,33,460,loser,blue,1
2164,3,200,1,0,-15,459,loser,black,0
2165,3,140,4,33,36,459,loser,green,1
2166,5,0,1,4,-15,459,loser,purple,0
2167,1,160,6,47,54,459,winner,blue,1
2168,4,20,0,2,-16,458,loser,black,0
2169,1,340,5,37,50,458,winner,green,1
2170,1,240,0,0,-10,458,loser,purple,0
2171,4,260,5,50,32,458,loser,blue,1
2172,4,460,1,6,-10,457,loser,black,0
2173,2,120,6,37,52,457,winner,green,1
2174,3,320,1,4,-7,457,loser,purple,0
2175,2,240,3,23,20,457,loser,blue,1
2176,3,100,0,0,-14,456,loser,black,0
2177,3,0,8,44,53,456,winner,green,1
2178,4,60,0,0,-20,456,loser,purple,0
2179,3,0,5,22,22,456,loser,blue,1
2180,6,40,0,0,-32,455,loser,black,0
2181,1,60,6,38,51,455,winner,green,1
2182,4,20,1,1,-14,455,loser,purple,0
2183,1,160,5,40,46,455,loser,blue,1
2184,5,40,0,0,-26,454,loser,black,0
2185,0,20,6,29,53,454,winner,green,1
2186,3,20,0,1,-14,454,loser,purple,0
2187,1,0,3,17,26,454,loser,blue,1
2188,6,0,0,0,-30,453,loser,black,0
2189,0,0,5,26,51,453,winner,green,1
2190,2,100,0,1,-11,453,loser,purple,0
2191,0,0,3,17,26,453,loser,blue,1
2192,2,200,1,7,-6,452,loser,black,0
2193,3,80,5,31,36,452,loser,green,1
2194,5,80,0,0,-25,452,loser,purple,0
2195,3,0,7,48,50,452,winner,blue,1
2196,4,20,0,1,-19,451,loser,black,0
2197,3,0,6,32,40,451,loser,green,1
2198,5,180,1,0,-21,451,loser,purple,0
2199,1,0,6,29,51,451,winner,blue,1
2200,7,0,0,1,-33,450,loser,black,0
2201,0,40,5,34,47,450,loser,green,1
2202,3,140,0,0,-18,450,loser,purple,0
2203,0,140,5,28,51,450,winner,blue,1
2204,5,40,0,2,-21,449,loser,black,0
2205,0,60,5,27,43,449,loser,green,1
2206,5,60,0,3,-21,449,loser,purple,0
2207,2,100,7,37,50,449,winner,blue,1
2208,7,100,0,0,-36,448,loser,black,0
2209,0,80,6,34,52,448,winner,green,1
2210,2,140,0,0,-11,448,loser,purple,0
2211,1,20,4,35,39,448,loser,blue,1
2212,5,140,1,2,-18,447,loser,black,0
2213,2,0,3,25,23,447,loser,green,1
2214,3,0,0,0,-13,447,loser,purple,0
2215,2,0,8,25,51,447,winner,blue,1
2216,4,80,0,0,-21,446,loser,black,0
2217,0,60,5,29,50,446,winner,green,1
2218,3,0,0,0,-17,446,loser,purple,0
2219,0,0,2,21,20,446,loser,blue,1
2220,5,60,0,2,-25,445,loser,black,0
2221,0,0,6,29,53,445,winner,green,1
2222,4,140,0,2,-16,445,loser,purple,0
2223,0,0,3,19,25,445,loser,blue,1
2224,4,320,1,2,-13,444,loser,black,0
2225,2,20,6,48,54,444,winner,green,1
2226,5,320,0,0,-33,444,loser,purple,0
2227,0,0,4,30,41,444,loser,blue,1
2228,6,160,2,3,-21,443,loser,black,0
2229,2,20,7,33,52,443,winner,green,1
2230,4,0,0,1,-17,443,loser,purple,0
2231,2,160,5,53,44,443,loser,blue,1
2232,4,60,1,3,-14,442,loser,black,0
2233,1,20,6,37,51,442,winner,green,1
2234,3,20,1,2,-8,442,loser,purple,0
2235,2,0,2,20,11,442,loser,blue,1
2236,5,20,0,0,-23,441,loser,black,0
2237,1,200,7,35,51,441,winner,green,1
2238,5,0,0,2,-19,441,loser,purple,0
2239,2,200,6,37,46,441,loser,blue,1
2240,6,60,0,1,-28,440,loser,black,0
2241,0,180,5,42,50,440,winner,green,1
2242,2,120,1,4,-7,440,loser,purple,0
2243,1,80,3,22,27,440,loser,blue,1
2244,4,0,0,0,-20,439,loser,black,0
2245,2,20,5,25,35,439,loser,green,1
2246,4,0,0,0,-20,439,loser,purple,0
2247,1,140,6,33,52,439,winner,blue,1
2248,1,20,0,1,-4,438,loser,black,0
2249,2,0,6,56,52,438,winner,green,1
2250,7,360,0,0,-37,438,loser,purple,0
2251,0,20,4,22,34,438,loser,blue,1
2252,2,0,0,1,-8,437,loser,black,0
2253,3,120,2,23,7,437,loser,green,1
2254,2,80,0,0,-12,437,loser,purple,0
2255,1,20,6,36,51,437,winner,blue,1
2256,5,40,1,1,-17,436,loser,black,0
2257,0,140,4,27,39,436,loser,green,1
2258,6,160,1,0,-26,436,loser,purple,0
2259,3,0,8,26,51,436,winner,blue,1
2260,4,480,0,0,-24,435,loser,black,0
2261,2,0,4,26,32,435,loser,green,1
2262,3,0,0,1,-13,435,loser,purple,0
2263,1,0,6,47,51,435,winner,blue,1
2264,1,140,1,3,1,434,loser,black,0
2265,0,60,5,33,51,434,winner,green,1
2266,4,80,0,1,-20,434,loser,purple,0
2267,2,160,1,14,3,434,loser,blue,1
2268,3,60,0,0,-14,433,loser,black,0
2269,2,40,7,39,53,433,winner,green,1
2270,3,0,0,0,-17,433,loser,purple,0
2271,3,160,4,21,23,433,loser,blue,1
2272,6,0,1,1,-22,432,loser,black,0
2273,2,0,6,24,50,432,winner,green,1
2274,3,0,0,1,-13,432,loser,purple,0
2275,2,260,6,38,38,432,loser,blue,1
2276,3,120,0,0,-16,431,loser,black,0
2277,0,0,3,15,27,431,loser,green,1
2278,5,40,0,0,-25,431,loser,purple,0
2279,1,0,6,42,51,431,winner,blue,1
2280,1,420,0,0,-8,430,loser,black,0
2281,2,140,5,53,35,430,loser,green,1
2282,5,200,0,1,-25,430,loser,purple,0
2283,3,60,6,46,50,430,winner,blue,1
2284,2,20,0,1,-8,429,loser,black,0
2285,2,160,5,35,37,429,loser,green,1
2286,6,180,0,0,-30,429,loser,purple,0
2287,1,140,6,31,50,429,winner,blue,1
2288,6,80,0,1,-31,428,loser,black,0
2289,2,0,6,32,54,428,winner,green,1
2290,2,40,0,0,-12,428,loser,purple,0
2291,1,0,5,25,41,428,loser,blue,1
2292,4,180,1,3,-17,427,loser,black,0
2293,0,0,5,35,47,427,loser,green,1
2294,6,40,0,1,-28,427,loser,purple,0
2295,2,20,6,37,50,427,winner,blue,1
2296,4,180,0,2,-20,426,loser,black,0
2297,2,0,6,42,51,426,winner,green,1
2298,2,100,0,1,-8,426,loser,purple,0
2299,3,200,5,28,25,426,loser,blue,1
2300,5,60,0,0,-24,425,loser,black,0
2301,1,120,5,47,45,425,loser,green,1
2302,5,140,0,8,-24,425,loser,purple,0
2303,0,100,6,40,52,425,winner,blue,1
2304,2,0,0,0,-10,424,loser,black,0
2305,0,0,6,28,53,424,winner,green,1
2306,4,0,0,1,-18,424,loser,purple,0
2307,0,0,0,0,0,424,loser,blue,1
2308,4,0,0,0,-20,423,loser,black,0
2309,3,220,5,39,34,423,loser,green,1
2310,3,0,0,0,-15,423,loser,purple,0
2311,1,200,6,36,50,423,winner,blue,1
2312,3,120,0,1,-14,422,loser,black,0
2313,0,180,4,45,51,422,winner,green,1
2314,5,260,0,3,-29,422,loser,purple,0
2315,0,100,4,36,34,422,loser,blue,1
2316,7,480,1,0,-32,421,loser,black,0
2317,3,80,7,58,52,421,winner,green,1
2318,3,240,0,5,-10,421,loser,purple,0
2319,1,0,6,44,43,421,loser,blue,1
2320,2,960,1,3,-7,420,loser,black,0
2321,2,300,6,59,54,420,winner,green,1
2322,7,80,3,1,-18,420,loser,purple,0
2323,3,0,4,30,20,420,loser,blue,1
2324,6,60,0,2,-26,419,loser,black,0
2325,1,0,5,31,40,419,loser,green,1
2326,3,40,0,1,-15,419,loser,purple,0
2327,1,160,6,40,51,419,winner,blue,1
2328,4,40,0,0,-21,418,loser,black,0
2329,0,0,6,45,53,418,winner,green,1
2330,5,180,0,0,-25,418,loser,purple,0
2331,1,60,4,26,35,418,loser,blue,1
2332,3,160,1,1,-11,417,loser,black,0
2333,2,100,1,5,1,417,loser,green,1
2334,2,0,0,1,-8,417,loser,purple,0
2335,2,0,7,38,53,417,winner,blue,1
2336,5,40,1,2,-20,416,loser,black,0
2337,2,180,6,45,46,416,loser,green,1
2338,4,340,0,0,-20,416,loser,purple,0
2339,1,120,5,41,50,416,winner,blue,1
2340,7,0,1,5,-25,415,loser,black,0
2341,1,0,4,16,31,415,loser,green,1
2342,3,0,1,0,-13,415,loser,purple,0
2343,1,0,6,21,50,415,winner,blue,1
2344,4,180,0,4,-14,414,loser,black,0
2345,2,120,4,19,19,414,loser,green,1
2346,3,0,0,1,-13,414,loser,purple,0
2347,0,0,5,29,50,414,winner,blue,1
2348,3,20,0,0,-17,413,loser,black,0
2349,2,140,5,31,37,413,loser,green,1
2350,4,140,0,0,-24,413,loser,purple,0
2351,1,100,5,42,51,413,winner,blue,1
2352,3,20,0,0,-16,412,loser,black,0
2353,2,180,2,17,7,412,loser,green,1
2354,2,60,0,1,-10,412,loser,purple,0
2355,0,160,5,38,52,412,winner,blue,1
2356,3,60,0,1,-13,411,loser,black,0
2357,1,120,6,30,55,411,winner,green,1
2358,3,60,0,0,-15,411,loser,purple,0
2359,2,240,3,14,10,411,loser,blue,1
2360,4,20,0,0,-19,410,loser,black,0
2361,4,20,8,47,51,410,winner,green,1
2362,5,20,2,3,-10,410,loser,purple,0
2363,3,20,6,35,36,410,loser,blue,1
2364,3,240,0,0,-20,409,loser,black,0
2365,2,120,7,40,50,409,winner,green,1
2366,3,20,0,0,-15,409,loser,purple,0
2367,3,120,5,26,36,409,loser,blue,1
2368,4,0,0,0,-20,408,loser,black,0
2369,2,80,7,37,52,408,winner,green,1
2370,4,0,0,1,-18,408,loser,purple,0
2371,1,20,4,18,32,408,loser,blue,1
2372,4,160,0,0,-23,407,loser,black,0
2373,0,0,5,34,54,407,winner,green,1
2374,5,0,0,0,-25,407,loser,purple,0
2375,2,140,6,27,44,407,loser,blue,1
2376,3,0,0,1,-13,406,loser,black,0
2377,1,80,6,37,53,406,winner,green,1
2378,6,20,0,1,-28,406,loser,purple,0
2379,0,180,4,19,36,406,loser,blue,1
2380,5,60,1,1,-20,405,loser,black,0
2381,4,80,8,41,53,405,winner,green,1
2382,2,0,0,1,-8,405,loser,purple,0
2383,2,180,4,29,29,405,loser,blue,1
2384,1,80,1,2,2,404,loser,black,0
2385,2,100,4,21,26,404,loser,green,1
2386,7,340,1,3,-27,404,loser,purple,0
2387,1,0,6,54,50,404,winner,blue,1
2388,4,280,0,1,-21,403,loser,black,0
2389,2,0,7,38,52,403,winner,green,1
2390,5,60,1,0,-19,403,loser,purple,0
2391,1,0,4,30,35,403,loser,blue,1
2392,5,0,0,0,-23,402,loser,black,0
2393,2,0,8,26,50,402,winner,green,1
2394,3,140,0,0,-14,402,loser,purple,0
2395,2,0,4,9,20,402,loser,blue,1
2396,6,180,2,4,-14,401,loser,black,0
2397,2,80,6,24,34,401,loser,green,1
2398,4,240,0,5,-15,401,loser,purple,0
2399,2,220,7,47,51,401,winner,blue,1
2400,7,60,0,0,-36,400,loser,black,0
2401,0,100,6,26,51,400,winner,green,1
2402,2,200,2,11,9,400,loser,purple,0
2403,3,240,4,40,34,400,loser,blue,1
2404,6,120,1,2,-27,399,loser,black,0
2405,4,20,7,55,44,399,loser,green,1
2406,2,20,0,0,-10,399,loser,purple,0
2407,2,280,6,49,51,399,winner,blue,1
2408,4,60,1,0,-14,398,loser,black,0
2409,1,0,4,11,28,398,loser,green,1
2410,6,140,1,0,-26,398,loser,purple,0
2411,1,0,6,31,50,398,winner,blue,1
2412,6,360,1,9,-20,397,loser,black,0
2413,2,140,5,31,35,397,loser,green,1
2414,4,280,1,6,-9,397,loser,purple,0
2415,2,60,7,39,53,397,winner,blue,1
2416,3,40,0,0,-15,396,loser,black,0
2417,2,80,0,11,3,396,loser,green,1
2418,1,0,1,2,0,396,loser,purple,0
2419,1,120,6,31,50,396,winner,blue,1
2420,4,20,0,0,-20,395,loser,black,0
2421,1,0,6,35,50,395,winner,green,1
2422,2,60,0,0,-12,395,loser,purple,0
2423,2,60,3,20,21,395,loser,blue,1
2424,3,60,0,0,-15,394,loser,black,0
2425,3,400,7,73,51,394,winner,green,1
2426,3,140,0,2,-11,394,loser,purple,0
2427,3,720,5,47,34,394,loser,blue,1
2428,6,20,1,0,-25,393,loser,black,0
2429,2,20,7,38,52,393,winner,green,1
2430,1,0,0,0,-5,393,loser,purple,0
2431,4,100,5,30,25,393,loser,blue,1
2432,1,280,0,0,-5,392,loser,black,0
2433,1,0,6,40,53,392,winner,green,1
2434,7,280,0,0,-37,392,loser,purple,0
2435,1,0,4,25,31,392,loser,blue,1
2436,3,460,1,1,-10,391,loser,black,0
2437,3,40,7,36,50,391,winner,green,1
2438,2,80,0,1,-13,391,loser,purple,0
2439,4,840,4,17,17,391,loser,blue,1
2440,5,40,0,2,-21,390,loser,black,0
2441,2,180,5,22,35,390,loser,green,1
2442,4,80,1,0,-15,390,loser,purple,0
2443,3,40,8,46,53,390,winner,blue,1
2444,3,40,2,7,3,389,loser,black,0
2445,3,200,3,36,14,389,loser,green,1
2446,4,100,0,1,-17,389,loser,purple,0
2447,0,160,5,45,51,389,winner,blue,1
2448,3,40,0,0,-14,388,loser,black,0
2449,1,60,6,40,51,388,winner,green,1
2450,4,20,1,3,-11,388,loser,purple,0
2451,2,0,3,16,11,388,loser,blue,1
2452,5,180,0,0,-27,387,loser,black,0
2453,1,140,6,46,51,387,winner,green,1
2454,2,80,0,0,-11,387,loser,purple,0
2455,2,160,4,26,34,387,loser,blue,1
2456,3,60,0,0,-17,386,loser,black,0
2457,0,200,3,20,28,386,loser,green,1
2458,4,60,0,0,-22,386,loser,purple,0
2459,1,180,5,42,52,386,winner,blue,1
2460,4,20,0,1,-20,385,loser,black,0
2461,0,160,5,30,51,385,winner,green,1
2462,2,20,0,0,-10,385,loser,purple,0
2463,1,180,2,15,14,385,loser,blue,1
2464,4,160,0,0,-24,384,loser,black,0
2465,0,0,5,30,53,384,winner,green,1
2466,3,60,0,0,-17,384,loser,purple,0
2467,0,0,2,18,22,384,loser,blue,1
2468,3,160,0,2,-13,383,loser,black,0
2469,3,140,7,34,51,383,winner,green,1
